sbj_num,muni,pais,sexo,nse,edad,rango_edad,rotacion1,index1,producto1,p1,p2,p3,p3_1,p3_2,p4,p5,p5_1,p5_2,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p9_1,p9_2,p9_3,p9_4,p9_5,p10,p11,p12,p12_1,p12_2,p13,p14,p14_1,p14_2,p15,p16,p17,p17_1,p17_2,lik_por,nivel_por,nivel_por_1,nivel_por_2,lik_tex,nivel_tex,nivel_tex_1,nivel_tex_2,p18,preferencia
181113151,4,2,1,2,32,3,2,PRODUCTO2,1,7,7,1,2,NA,6,1,2,NA,7,8,59,NA,NA,NA,NA,390,NA,NA,NA,NA,8,6,3,NA,2,8,3,NA,1,8,5,2,NA,NA,8,2,NA,NA,7,2,NA,NA,5,182
181123191,4,2,2,2,22,2,2,PRODUCTO1,2,6,7,1,1,NA,7,3,NA,2,7,9,51,NA,NA,NA,NA,355,NA,NA,NA,NA,7,7,2,NA,NA,7,1,2,NA,7,2,1,2,NA,7,2,NA,NA,7,2,NA,NA,4,781
181123191,4,2,2,2,22,2,2,PRODUCTO2,1,5,6,3,NA,1,4,1,2,NA,6,5,51,86,NA,NA,NA,412,703,NA,NA,NA,5,6,3,NA,1,6,1,1,NA,5,2,1,1,NA,6,1,1,NA,7,2,NA,NA,3,781
181062032,4,2,1,2,15,2,1,PRODUCTO1,1,6,7,2,NA,NA,9,2,NA,NA,7,9,51,NA,NA,NA,NA,355,NA,NA,NA,NA,8,9,2,NA,NA,8,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,8,2,NA,NA,5,182
181062032,4,2,1,2,15,2,1,PRODUCTO2,2,6,9,2,NA,NA,8,3,NA,1,8,7,51,NA,NA,NA,NA,702,NA,NA,NA,NA,8,6,1,2,NA,9,2,NA,NA,7,3,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,182
181116746,4,2,1,2,37,3,2,PRODUCTO1,2,6,7,1,1,NA,7,1,1,NA,7,6,111,112,NA,NA,NA,355,707,NA,NA,NA,6,6,1,1,NA,6,1,1,NA,6,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,3,182
181116746,4,2,1,2,37,3,2,PRODUCTO2,1,7,9,2,NA,NA,9,2,NA,NA,9,9,276,280,13,10,112,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
180968506,4,2,2,3,25,2,1,PRODUCTO1,1,5,9,2,NA,NA,8,2,NA,NA,6,6,113,NA,NA,NA,NA,355,NA,NA,NA,NA,7,4,1,2,NA,5,1,2,NA,4,5,2,NA,NA,6,1,2,NA,7,1,2,NA,4,781
180968506,4,2,2,3,25,2,1,PRODUCTO2,2,7,9,2,NA,NA,8,2,NA,NA,7,9,113,59,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,9,2,NA,NA,7,4,2,NA,NA,9,2,NA,NA,7,2,NA,NA,4,781
181064017,4,2,2,2,40,3,1,PRODUCTO1,1,3,6,1,2,NA,2,1,2,NA,6,6,70,88,NA,NA,NA,356,355,NA,NA,NA,6,8,2,NA,NA,6,1,2,NA,6,5,2,NA,NA,6,1,2,NA,8,1,2,NA,4,781
181064017,4,2,2,2,40,3,1,PRODUCTO2,2,6,7,2,NA,NA,8,2,NA,NA,8,9,51,302,111,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180964077,4,2,2,3,40,3,1,PRODUCTO1,1,3,4,3,NA,1,1,1,2,NA,1,1,0,NA,NA,NA,NA,367,NA,NA,NA,NA,3,1,1,2,NA,2,1,2,NA,2,3,1,2,NA,2,1,2,NA,2,1,1,NA,4,781
180964077,4,2,2,3,40,3,1,PRODUCTO2,2,6,7,1,2,NA,8,3,NA,2,9,9,51,86,64,NA,NA,0,NA,NA,NA,NA,9,9,3,NA,2,9,3,NA,2,9,5,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
180945745,4,2,2,3,39,3,1,PRODUCTO1,1,7,7,2,NA,NA,8,2,NA,NA,8,8,51,NA,NA,NA,NA,390,NA,NA,NA,NA,8,6,3,NA,1,8,2,NA,NA,8,3,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
180945745,4,2,2,3,39,3,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,201,NA,NA,NA,0,NA,NA,NA,NA,9,8,1,2,NA,9,2,NA,NA,9,3,2,NA,NA,9,2,NA,NA,8,1,2,NA,5,781
181015718,4,2,2,3,22,2,1,PRODUCTO1,1,5,7,1,2,NA,7,1,2,NA,6,7,51,111,113,NA,NA,390,NA,NA,NA,NA,7,5,3,NA,1,7,3,NA,1,6,4,2,NA,NA,7,3,NA,1,7,2,NA,NA,4,781
181015718,4,2,2,3,22,2,1,PRODUCTO2,2,7,9,2,NA,NA,7,2,NA,NA,7,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,8,3,NA,1,8,5,3,NA,1,7,1,2,NA,8,2,NA,NA,5,781
181066193,4,2,1,2,18,2,1,PRODUCTO1,1,3,7,1,1,NA,7,2,NA,NA,8,9,51,111,NA,NA,NA,390,NA,NA,NA,NA,8,4,3,NA,1,8,2,NA,NA,8,4,2,NA,NA,8,2,NA,NA,6,1,2,NA,5,781
181066193,4,2,1,2,18,2,1,PRODUCTO2,2,6,7,2,NA,NA,7,2,NA,NA,8,8,111,51,86,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,9,2,NA,NA,8,5,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
181069425,4,2,2,2,17,2,1,PRODUCTO1,1,5,8,2,NA,NA,8,3,NA,1,7,8,51,111,303,NA,NA,390,NA,NA,NA,NA,8,5,3,NA,1,9,2,NA,NA,8,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
181069425,4,2,2,2,17,2,1,PRODUCTO2,2,7,9,1,1,NA,9,3,NA,2,9,7,275,111,303,283,86,361,NA,NA,NA,NA,7,9,2,NA,NA,7,1,2,NA,8,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,182
180965815,4,2,2,3,18,2,1,PRODUCTO1,1,6,8,3,NA,1,9,2,NA,NA,8,9,51,111,NA,NA,NA,390,NA,NA,NA,NA,9,7,3,NA,1,8,2,NA,NA,7,3,1,2,NA,8,2,NA,NA,8,2,NA,NA,4,781
180965815,4,2,2,3,18,2,1,PRODUCTO2,2,7,8,2,NA,NA,9,2,NA,NA,9,9,51,58,87,113,NA,504,NA,NA,NA,NA,9,7,2,NA,NA,8,2,NA,NA,8,2,1,2,NA,6,1,2,NA,8,2,NA,NA,5,781
180967385,4,2,2,3,37,3,1,PRODUCTO1,1,6,7,2,NA,NA,7,2,NA,NA,8,7,111,114,117,276,51,390,NA,NA,NA,NA,7,6,3,NA,1,7,2,NA,NA,7,4,2,NA,NA,8,2,NA,NA,7,2,NA,NA,4,781
180967385,4,2,2,3,37,3,1,PRODUCTO2,2,6,6,1,2,NA,6,3,NA,1,6,8,86,112,111,57,51,713,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
180948517,4,2,1,3,17,2,1,PRODUCTO1,1,3,2,1,2,NA,6,1,2,NA,6,8,113,12,NA,NA,NA,390,NA,NA,NA,NA,6,6,1,2,NA,6,1,2,NA,6,2,1,2,NA,4,1,2,NA,3,3,NA,1,2,182
180948517,4,2,1,3,17,2,1,PRODUCTO2,2,3,6,1,1,NA,8,3,NA,1,7,7,12,88,NA,NA,NA,0,NA,NA,NA,NA,7,6,1,2,NA,7,1,2,NA,7,1,1,2,NA,6,1,2,NA,7,1,2,NA,3,182
181022935,17,2,2,3,15,2,2,PRODUCTO1,2,6,8,2,NA,NA,9,2,NA,NA,9,9,51,NA,NA,NA,NA,392,NA,NA,NA,NA,9,5,1,2,NA,9,2,NA,NA,9,4,2,NA,NA,9,3,NA,2,9,3,NA,1,4,781
181022935,17,2,2,3,15,2,2,PRODUCTO2,1,7,9,2,NA,NA,8,3,NA,1,7,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,6,1,1,NA,9,3,NA,2,9,5,2,NA,NA,9,2,NA,NA,9,3,NA,2,5,781
181021309,17,2,2,3,31,3,1,PRODUCTO1,1,5,7,2,NA,NA,7,2,NA,NA,7,6,113,275,288,NA,NA,392,NA,NA,NA,NA,6,4,1,2,NA,6,1,2,NA,6,5,2,NA,NA,8,2,NA,NA,7,2,NA,NA,4,781
181021309,17,2,2,3,31,3,1,PRODUCTO2,2,5,6,3,NA,1,6,3,NA,1,6,7,113,NA,NA,NA,NA,313,315,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,5,2,NA,NA,8,2,NA,NA,7,2,NA,NA,4,781
181124257,4,2,2,2,18,2,2,PRODUCTO1,2,5,7,1,2,NA,8,3,NA,1,8,7,51,NA,NA,NA,NA,412,NA,NA,NA,NA,7,7,1,2,NA,7,1,2,NA,7,2,3,NA,1,6,3,NA,1,7,1,2,NA,4,781
181124257,4,2,2,2,18,2,2,PRODUCTO2,1,4,6,3,NA,1,6,1,1,NA,7,6,111,NA,NA,NA,NA,507,703,NA,NA,NA,6,7,1,2,NA,6,1,2,NA,5,3,1,2,NA,7,1,2,NA,6,1,2,NA,3,781
181010391,17,2,1,3,15,2,1,PRODUCTO1,1,7,9,2,NA,NA,8,2,NA,NA,8,8,59,NA,NA,NA,NA,412,NA,NA,NA,NA,9,8,3,NA,1,9,2,NA,NA,9,3,1,2,NA,7,1,2,NA,8,2,NA,NA,5,781
181010391,17,2,1,3,15,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,59,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
180977207,4,2,1,3,15,2,2,PRODUCTO1,2,3,7,2,NA,NA,8,2,NA,NA,7,8,51,10,NA,NA,NA,413,NA,NA,NA,NA,6,6,3,NA,1,8,2,NA,NA,6,4,2,NA,NA,6,3,NA,1,4,3,NA,1,4,781
180977207,4,2,1,3,15,2,2,PRODUCTO2,1,4,6,1,2,NA,3,1,1,NA,3,4,51,111,NA,NA,NA,703,NA,NA,NA,NA,5,4,3,NA,2,7,2,NA,NA,5,4,2,NA,NA,6,1,2,NA,5,1,2,NA,4,781
181064772,4,2,1,2,17,2,1,PRODUCTO1,1,6,7,1,2,NA,5,1,2,NA,7,7,51,111,115,NA,NA,502,NA,NA,NA,NA,8,8,2,NA,NA,7,1,2,NA,5,2,1,2,NA,7,2,NA,NA,8,2,NA,NA,4,781
181064772,4,2,1,2,17,2,1,PRODUCTO2,2,5,8,2,NA,NA,9,2,NA,NA,6,9,56,202,115,276,201,355,NA,NA,NA,NA,8,7,1,2,NA,7,2,NA,NA,8,3,1,1,NA,9,2,NA,NA,8,2,NA,NA,5,781
181069037,4,2,1,2,17,2,1,PRODUCTO1,1,6,7,2,NA,NA,8,3,NA,1,8,8,111,88,57,NA,NA,505,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,2,2,NA,NA,7,2,NA,NA,8,2,NA,NA,4,781
181069037,4,2,1,2,17,2,1,PRODUCTO2,2,7,7,2,NA,NA,8,2,NA,NA,7,9,57,88,111,NA,NA,0,NA,NA,NA,NA,6,8,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181168838,1,2,1,3,26,3,1,PRODUCTO1,1,6,7,1,2,NA,7,1,2,NA,8,7,57,51,288,NA,NA,509,NA,NA,NA,NA,8,7,3,NA,1,8,1,2,NA,7,3,1,2,NA,7,1,2,NA,6,1,2,NA,5,781
181168838,1,2,1,3,26,3,1,PRODUCTO2,2,7,8,1,2,NA,8,1,2,NA,7,8,111,59,NA,NA,NA,713,NA,NA,NA,NA,8,7,3,NA,1,8,1,2,NA,8,4,1,2,NA,6,1,2,NA,7,1,2,NA,5,781
181059096,4,2,2,2,40,3,2,PRODUCTO1,2,4,7,2,NA,NA,5,3,NA,1,5,7,88,302,NA,NA,NA,509,NA,NA,NA,NA,6,5,3,NA,1,6,3,NA,1,6,3,3,NA,1,5,1,2,NA,6,3,NA,1,4,182
181059096,4,2,2,2,40,3,2,PRODUCTO2,1,3,4,3,NA,1,5,1,2,NA,5,6,111,57,51,86,65,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,5,4,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,182
181016600,17,2,2,3,16,2,2,PRODUCTO1,2,6,8,2,NA,NA,7,1,2,NA,7,8,51,111,113,NA,NA,700,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,8,3,1,2,NA,8,2,NA,NA,8,1,2,NA,5,781
181016600,17,2,2,3,16,2,2,PRODUCTO2,1,6,8,2,NA,NA,8,1,2,NA,8,8,87,NA,NA,NA,NA,412,NA,NA,NA,NA,8,9,2,NA,NA,8,1,2,NA,8,1,1,1,NA,8,2,NA,NA,7,1,2,NA,4,781
181118498,4,2,2,2,17,2,2,PRODUCTO1,2,5,6,3,NA,1,4,3,NA,1,7,8,11,12,88,NA,NA,702,NA,NA,NA,NA,8,9,1,2,NA,8,1,2,NA,9,4,1,2,NA,8,1,2,NA,8,3,NA,1,5,781
181118498,4,2,2,2,17,2,2,PRODUCTO2,1,3,2,3,NA,2,7,1,2,NA,6,4,111,NA,NA,NA,NA,310,316,NA,NA,NA,5,6,3,NA,1,6,3,NA,1,5,5,3,NA,1,8,3,NA,1,7,3,NA,1,3,781
181018594,4,2,2,2,33,3,2,PRODUCTO1,2,7,8,2,NA,NA,4,1,2,NA,6,7,51,111,NA,NA,NA,702,NA,NA,NA,NA,8,7,2,NA,NA,7,3,NA,1,7,4,2,NA,NA,7,3,NA,1,7,2,NA,NA,4,781
181018594,4,2,2,2,33,3,2,PRODUCTO2,1,7,7,3,NA,2,7,1,2,NA,7,6,51,NA,NA,NA,NA,507,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,6,3,2,NA,NA,7,1,2,NA,7,1,2,NA,5,781
181016773,4,2,2,2,15,2,1,PRODUCTO1,1,3,7,2,NA,NA,7,1,2,NA,7,9,50,201,NA,NA,NA,703,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,9,4,2,NA,NA,7,3,NA,1,7,2,NA,NA,5,781
181016773,4,2,2,2,15,2,1,PRODUCTO2,2,2,5,1,1,NA,9,3,NA,1,4,9,50,11,111,NA,NA,713,NA,NA,NA,NA,9,9,2,NA,NA,8,3,NA,2,9,3,2,NA,NA,7,3,NA,1,8,2,NA,NA,5,781
180966789,4,2,1,3,39,3,1,PRODUCTO1,1,5,9,1,1,NA,5,1,2,NA,8,6,51,111,NA,NA,NA,703,NA,NA,NA,NA,7,5,1,2,NA,8,1,2,NA,6,2,1,2,NA,5,1,2,NA,7,1,2,NA,3,781
180966789,4,2,1,3,39,3,1,PRODUCTO2,2,7,8,3,NA,2,9,3,NA,2,9,9,51,111,114,NA,NA,0,NA,NA,NA,NA,9,7,1,1,NA,9,3,NA,2,9,5,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
181111853,4,2,1,1,36,3,1,PRODUCTO1,1,3,6,3,NA,1,5,1,2,NA,7,7,51,111,NA,NA,NA,703,NA,NA,NA,NA,8,8,2,NA,NA,7,1,2,NA,5,4,2,NA,NA,5,3,NA,1,7,2,NA,NA,2,182
181111853,4,2,1,1,36,3,1,PRODUCTO2,2,5,5,1,2,NA,8,2,NA,NA,9,6,276,NA,NA,NA,NA,355,NA,NA,NA,NA,6,3,1,1,NA,3,1,2,NA,5,4,2,NA,NA,5,3,NA,1,7,2,NA,NA,3,182
181113995,4,2,1,2,39,3,2,PRODUCTO1,2,3,7,1,1,NA,2,1,1,NA,5,8,51,111,NA,NA,NA,703,NA,NA,NA,NA,8,8,2,NA,NA,8,1,2,NA,8,4,1,2,NA,8,1,2,NA,8,1,2,NA,4,781
181113995,4,2,1,2,39,3,2,PRODUCTO2,1,1,8,1,2,NA,8,1,2,NA,8,4,0,NA,NA,NA,NA,391,505,NA,NA,NA,4,4,1,2,NA,3,1,1,NA,3,2,1,1,NA,3,1,1,NA,4,1,1,NA,1,781
180971582,4,2,1,3,19,2,2,PRODUCTO1,2,4,5,1,1,NA,6,1,2,NA,6,7,57,NA,NA,NA,NA,703,NA,NA,NA,NA,8,8,1,2,NA,7,2,NA,NA,8,2,1,1,NA,7,2,NA,NA,7,2,NA,NA,4,781
180971582,4,2,1,3,19,2,2,PRODUCTO2,1,3,4,1,1,NA,7,2,NA,NA,7,4,276,111,NA,NA,NA,362,361,731,NA,NA,3,3,1,2,NA,3,3,NA,2,2,5,2,NA,NA,3,3,NA,2,7,2,NA,NA,3,781
180947442,4,2,2,3,40,3,2,PRODUCTO1,2,7,8,2,NA,NA,9,1,2,NA,7,8,58,111,86,NA,NA,703,NA,NA,NA,NA,9,8,2,NA,NA,8,2,NA,NA,8,4,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
180947442,4,2,2,3,40,3,2,PRODUCTO2,1,7,7,1,2,NA,7,2,NA,NA,9,9,57,86,12,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,7,2,NA,NA,9,2,NA,NA,5,781
181116201,4,2,2,2,15,2,2,PRODUCTO1,2,6,8,2,NA,NA,8,1,2,NA,7,9,59,NA,NA,NA,NA,703,NA,NA,NA,NA,9,7,1,2,NA,9,2,NA,NA,9,3,1,1,NA,7,3,NA,2,6,1,1,NA,4,781
181116201,4,2,2,2,15,2,2,PRODUCTO2,1,5,7,1,1,NA,5,1,1,NA,7,6,51,57,NA,NA,NA,703,NA,NA,NA,NA,7,6,1,1,NA,8,1,2,NA,9,2,1,1,NA,5,1,2,NA,6,1,2,NA,5,781
181009041,4,2,1,3,31,3,1,PRODUCTO1,1,3,5,1,2,NA,3,1,1,NA,6,7,88,51,111,NA,NA,703,NA,NA,NA,NA,7,8,2,NA,NA,7,2,NA,NA,8,3,2,NA,NA,7,2,NA,NA,9,2,NA,NA,4,781
181009041,4,2,1,3,31,3,1,PRODUCTO2,2,7,4,1,1,NA,9,2,NA,NA,9,5,275,NA,NA,NA,NA,392,391,NA,NA,NA,5,4,1,2,NA,3,1,1,NA,5,4,3,NA,1,7,2,NA,NA,7,2,NA,NA,4,781
180966094,4,2,1,3,19,2,1,PRODUCTO1,1,5,8,1,2,NA,7,1,2,NA,7,7,111,51,NA,NA,NA,703,NA,NA,NA,NA,6,5,1,2,NA,7,1,2,NA,6,3,1,2,NA,7,1,2,NA,7,1,2,NA,4,781
180966094,4,2,1,3,19,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,56,111,303,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,2,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180966090,4,2,2,3,30,3,1,PRODUCTO1,1,5,7,1,2,NA,7,1,2,NA,7,7,112,88,51,57,NA,703,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,8,2,NA,NA,4,182
180966090,4,2,2,3,30,3,1,PRODUCTO2,2,5,7,2,NA,NA,7,3,NA,2,7,7,88,111,NA,NA,NA,713,702,NA,NA,NA,7,7,2,NA,NA,8,2,NA,NA,7,4,2,NA,NA,7,3,NA,1,7,3,NA,1,4,182
181071805,4,2,1,2,15,2,1,PRODUCTO1,1,7,9,2,NA,NA,7,2,NA,NA,9,9,51,111,NA,NA,NA,705,NA,NA,NA,NA,9,7,2,NA,NA,9,2,NA,NA,7,5,2,NA,NA,9,2,NA,NA,7,2,NA,NA,5,781
181071805,4,2,1,2,15,2,1,PRODUCTO2,2,7,7,3,NA,2,7,2,NA,NA,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,3,1,2,NA,9,2,NA,NA,9,2,NA,NA,5,781
181013904,17,2,1,3,26,3,2,PRODUCTO1,2,5,8,3,NA,1,8,1,2,NA,8,8,51,NA,NA,NA,NA,705,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181013904,17,2,1,3,26,3,2,PRODUCTO2,1,7,7,3,NA,1,8,2,NA,NA,7,6,87,NA,NA,NA,NA,355,NA,NA,NA,NA,7,7,1,2,NA,6,1,1,NA,8,4,1,2,NA,7,1,2,NA,7,3,NA,1,5,781
181031882,17,2,1,3,24,2,1,PRODUCTO1,1,7,9,2,NA,NA,9,2,NA,NA,8,9,51,115,NA,NA,NA,705,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
181031882,17,2,1,3,24,2,1,PRODUCTO2,2,6,7,3,NA,1,8,3,NA,1,9,5,111,NA,NA,NA,NA,355,NA,NA,NA,NA,5,6,3,NA,1,4,1,1,NA,4,3,1,2,NA,8,2,NA,NA,9,2,NA,NA,3,182
181009627,17,2,1,3,24,2,1,PRODUCTO1,1,5,7,1,2,NA,7,1,2,NA,6,7,276,NA,NA,NA,NA,705,NA,NA,NA,NA,7,7,1,2,NA,8,1,2,NA,7,3,1,2,NA,7,1,2,NA,8,1,2,NA,4,182
181009627,17,2,1,3,24,2,1,PRODUCTO2,2,5,7,1,2,NA,7,1,2,NA,7,6,51,111,NA,NA,NA,705,NA,NA,NA,NA,6,6,1,2,NA,7,1,2,NA,6,3,1,2,NA,6,1,2,NA,6,1,2,NA,3,182
181071739,4,2,2,2,18,2,1,PRODUCTO1,1,5,6,3,NA,2,5,1,2,NA,7,6,86,111,NA,NA,NA,708,NA,NA,NA,NA,6,6,1,2,NA,7,1,2,NA,6,4,2,NA,NA,6,1,2,NA,6,1,1,NA,4,781
181071739,4,2,2,2,18,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,8,9,111,11,275,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,9,2,NA,NA,8,2,NA,NA,5,781
180945738,4,2,2,3,16,2,2,PRODUCTO1,2,5,7,1,2,NA,7,3,NA,1,7,7,51,NA,NA,NA,NA,712,NA,NA,NA,NA,7,4,3,NA,1,8,3,NA,2,9,4,2,NA,NA,5,1,1,NA,3,3,NA,1,5,182
180945738,4,2,2,3,16,2,2,PRODUCTO2,1,7,7,2,NA,NA,7,2,NA,NA,7,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,9,2,NA,NA,7,3,2,NA,NA,6,1,2,NA,7,2,NA,NA,4,182
180969294,4,2,2,3,36,3,2,PRODUCTO1,2,6,7,2,NA,NA,9,2,NA,NA,3,8,111,112,NA,NA,NA,713,NA,NA,NA,NA,7,8,2,NA,NA,8,2,NA,NA,8,5,3,NA,2,8,3,NA,2,7,2,NA,NA,5,781
180969294,4,2,2,3,36,3,2,PRODUCTO2,1,6,7,2,NA,NA,7,2,NA,NA,8,7,51,86,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
180971799,4,2,1,3,40,3,1,PRODUCTO1,1,6,9,2,NA,NA,9,2,NA,NA,8,8,111,113,300,288,NA,731,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,7,1,2,NA,9,2,NA,NA,5,781
180971799,4,2,1,3,40,3,1,PRODUCTO2,2,7,8,1,2,NA,9,2,NA,NA,9,8,51,111,303,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
